Drive_X,Drive_Y,Drive_Rotation,Lift,Mast,Claw,Time
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.17077599999999
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.227728999999997
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.281537
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.335105999999996
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.394722000000002
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.433133999999995
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.48104699999999
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.540044999999992
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.591014999999999
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.635352999999995
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.681686
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.718930999999998
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.76152599999999
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.803893000000002
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.856775999999996
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.89483899999999
0.0,0.0,0.0,-0.6011730205278593,0.0,0.0,11.934793999999997
0.0,0.0,0.0,-0.1710654936461388,0.0,0.0,11.988873999999996
0.0,0.0,0.0,-0.1710654936461388,0.0,0.0,12.046559000000002
0.0,0.0,0.0,-0.1710654936461388,0.0,0.0,12.09198099999999
0.0,0.0,0.0,-0.006842619745845552,0.0,1.0,12.135117999999991
0.0,0.0,0.0,-0.006842619745845552,0.0,1.0,12.184843999999998
0.0,0.0,0.0,0.0,0.0,1.0,12.234290999999999
0.0,0.0,0.0,0.0,0.0,1.0,12.281903
0.0,0.0,0.0,0.0,0.0,1.0,12.318663
0.0,0.0,0.0,0.0,0.0,1.0,12.359639999999999
0.0,0.0,0.0,0.0,0.0,1.0,12.403286999999992
0.0,0.0,0.0,0.0,0.0,1.0,12.459974000000003
0.0,0.0,0.0,0.0,0.0,1.0,12.509033000000002
0.0,0.0,0.0,0.0,0.0,1.0,12.560293000000001
0.0,0.0,0.0,0.0,0.0,1.0,12.608367000000001
0.0,0.0,0.0,0.0,0.0,1.0,12.663625999999994
0.0,0.0,0.0,0.0,0.0,1.0,12.72831699999999
0.0,0.0,0.0,0.0,0.0,1.0,12.772881999999996
0.0,0.0,0.0,0.0,0.0,1.0,12.821156000000002
0.0,0.0,0.0,0.0,0.0,0.0,12.868466999999995
0.0,0.0,0.0,0.0,0.0,0.0,12.92484499999999
0.0,0.0,0.0,0.0,0.0,0.0,12.979652000000002
0.0,0.0,0.0,0.0,0.0,0.0,13.024013999999994
0.0,0.0,0.0,0.0,0.0,0.0,13.079796000000002
0.0,0.0,0.0,0.0,0.0,0.0,13.124392999999998
0.0,0.0,0.0,0.0,0.0,0.0,13.176822999999999
0.0,0.0,0.0,0.0,0.0,0.0,13.214979999999997
0.0,0.0,0.0,0.0,0.0,0.0,13.26300599999999
0.0,0.0,0.0,0.0,0.0,0.0,13.302008999999998
0.0,0.0,0.0,0.0,0.0,0.0,13.35387
0.0,0.0,0.0,0.0,0.0,0.0,13.393265
0.0,0.0,0.0,0.0,0.0,0.0,13.44961699999999
0.0,0.0,0.0,0.0,0.0,0.0,13.489075
0.0,0.012364142838521903,0.0,0.0,0.0,0.0,13.534633999999997
0.0,0.012364142838521903,0.0,0.0,0.0,0.0,13.582264999999992
0.0,0.10668255890371561,0.0,0.0,0.0,0.0,13.619400999999996
0.0,0.06299341878357133,0.0,0.0,0.0,0.0,13.661936999999995
0.0,0.0,0.0,0.0,0.0,0.0,13.701077999999995
0.0,0.0,0.0,0.0,0.0,0.0,13.740944999999996
0.0,0.0,0.0,0.0,0.0,0.0,13.794905
0.0,0.0,0.0,0.0,0.0,0.0,13.832577999999998
0.0,0.0,0.0,0.0,0.0,0.0,13.887287999999998
0.0,0.016015894090697487,0.0,0.0,0.0,0.0,13.933978999999994
0.0,0.5,0.0,0.0,0.0,0.0,13.985383999999996
0.0,0.2632912438523969,0.0,0.0,0.0,0.0,14.028036
0.0,0.2632912438523969,0.0,0.0,0.0,0.0,14.072300999999996
0.0,0.0,0.0,0.0,0.0,0.0,14.121980999999991
0.0,0.0,0.0,0.0,0.0,0.0,14.162645999999995
0.0,0.0,0.0,0.0,0.0,0.0,14.213802999999999
0.0,0.0,0.0,0.0,0.0,0.0,14.262573000000003
0.0,0.0,0.0,0.0,0.0,0.0,14.309360999999996
0.0,0.0,0.0,0.0,0.0,0.0,14.358136000000002
0.0,0.0,0.0,0.0,0.0,0.0,14.401658999999995
0.0,0.0,0.0,0.0,0.0,0.0,14.447462999999999
0.0,0.0,0.0,0.0,0.0,0.0,14.504165999999998
0.0,0.0,0.0,0.0,0.0,0.0,14.557310000000001
0.0,0.0,0.0,0.0,0.0,0.0,14.60820799999999
0.0,0.0,0.0,0.0,0.0,0.0,14.667700999999994
0.0,0.0,0.0,0.0,0.0,0.0,14.708473999999995
0.0,0.0,0.0,0.0,0.0,0.0,14.754638999999997
0.0,0.0,0.0,0.0,0.0,0.0,14.80984699999999
0.0,0.0,0.0,0.0,0.0,0.0,14.874470000000002
0.0,0.0,0.0,0.0,0.0,0.0,14.918234999999996
0.0,0.0,0.0,0.0,0.0,0.0,14.972436000000002
0.0,0.0,0.0,0.0,0.0,0.0,15.021951000000001
