Drive_X,Drive_Y,Drive_Rotation,Lift,Mast,Claw,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.006340999999991936
0.0,0.0,0.0,0.0,0.0,0.0,0.07920799999999417
0.0,0.0,0.0,0.0,0.0,0.0,0.14138499999999965
0.0,0.0,0.0,0.0,0.0,0.0,0.1827430000000021
0.0,0.0,0.0,0.0,0.0,0.0,0.23031199999999785
0.0,0.0,0.0,0.0,0.0,0.0,0.28114800000000173
0.0,0.0,0.0,0.0,0.0,0.0,0.32805199999999957
0.0,0.0,0.0,0.0,0.0,0.0,0.37237399999999354
0.0,0.0,-0.0876736111111111,0.0,0.0,0.0,0.42560399999999277
0.0,0.0,-0.2146267361111111,0.0,0.0,0.0,0.46577399999999614
0.0,0.0,-0.2146267361111111,0.0,0.0,0.0,0.5034169999999989
0.0,0.0,-0.3350694444444445,0.0,0.0,0.0,0.5714320000000015
0.0,0.0,-0.3350694444444445,0.0,0.0,0.0,0.6192039999999963
0.0,0.0,-0.3415798611111111,0.0,0.0,0.0,0.6747759999999943
0.0,0.0,-0.3415798611111111,0.0,0.0,0.0,0.7465049999999991
0.0,0.0,-0.3415798611111111,0.0,0.0,0.0,0.7983449999999976
0.0,0.0,-0.3415798611111111,0.0,0.0,0.0,0.8443060000000031
0.0,0.0,-0.3415798611111111,0.0,0.0,0.0,0.889969999999991
0.0,0.0,-0.3448350694444445,0.0,0.0,0.0,0.94774799999999
0.0,0.0,-0.3448350694444445,0.0,0.0,0.0,0.9979950000000031
0.0,0.0,-0.3611111111111111,0.0,0.0,0.0,1.0274459999999976
0.0,-2.6163904428154728e-09,-0.3611111111111111,0.0,0.0,0.0,1.0796629999999965
0.0,-5.651403356481472e-07,-0.3611111111111111,0.0,0.0,0.0,1.1289119999999997
0.0,-2.4230391890914343e-05,-0.3611111111111111,0.0,0.0,0.0,1.1760759999999948
0.0,-2.4230391890914343e-05,-0.3611111111111111,0.0,0.0,0.0,1.2245690000000025
0.0,-0.0023148148148148143,-0.1267361111111111,0.0,0.0,0.0,1.282090999999994
0.0,-0.0052337646484375,0.0,0.0,0.0,0.0,1.3296330000000012
0.0,-0.011968144337009178,0.0,0.0,0.0,0.0,1.3902789999999925
0.0,-0.03662298016750927,0.0,0.0,0.0,0.0,1.4496290000000016
0.0,-0.19523102821800117,0.0,0.0,0.0,0.0,1.5041129999999896
0.0,-0.338964412568855,0.0,0.0,0.0,0.0,1.5572700000000026
0.0,-0.338964412568855,0.0,0.0,0.0,0.0,1.6033709999999957
0.0,-0.41428036421578285,0.0,0.0,0.0,0.0,1.6503299999999967
0.0,-0.44970418461719824,0.0,0.0,0.0,0.0,1.7086299999999994
0.0,-0.46194592228642223,0.0,0.0,0.0,0.0,1.7714619999999996
0.0,-0.46194592228642223,0.01662292213473315,0.0,0.0,0.0,1.8284289999999999
0.0,-0.46194592228642223,0.019903762029746284,0.0,0.0,0.0,1.918756000000002
0.0,-0.46194592228642223,0.00021872265966754734,0.0,0.0,0.0,2.0001630000000006
0.0,-0.41428036421578285,0.0,0.0,0.0,0.0,2.0696849999999927
0.0,-0.40289968064128945,0.0,0.0,0.0,-0.9061302681992337,2.111158000000003
0.0,-0.40289968064128945,0.0,0.0,0.0,-1.0,2.1695589999999925
0.0,-0.39172935485839844,0.0,0.0,0.0,-1.0,2.210217
0.0,-0.39172935485839844,0.0,0.0,0.0,-1.0,2.2460829999999987
0.0,-0.38076742457427765,0.0,0.0,0.0,-1.0,2.281277000000003
0.0,-0.3491123837862159,0.0,0.0,0.0,-1.0,2.3335699999999946
0.0,-0.338964412568855,0.0,0.0,0.0,-1.0,2.382803999999993
0.0,-0.3003387451171875,0.0,0.0,0.0,-1.0,2.4545189999999906
0.0,-0.18164691218623405,0.00021872265966754734,0.0,0.0,-1.0,2.4990999999999985
0.0,-0.1447029820194951,0.15441819772528434,0.0,0.0,-1.0,2.5664369999999934
0.0,-0.1447029820194951,0.15441819772528434,0.0,0.0,-1.0,2.6167389999999955
0.0,-0.08255888176225996,0.3611111111111111,0.0,0.0,-1.0,2.6724189999999908
0.0,-0.0644735406946253,0.3611111111111111,0.0,0.0,-1.0,2.738942999999992
0.0,-0.0644735406946253,0.3611111111111111,0.0,0.0,-1.0,2.7766869999999955
0.0,-0.05207273956843037,0.22331583552055995,0.0,0.0,-1.0,2.8238609999999937
0.0,-0.019700206029235254,0.0,0.0,0.0,-1.0,2.876801999999998
0.0,-0.004635095269264669,0.0,0.0,0.0,-1.0,2.9183599999999927
0.0,-0.0019716359623829192,0.0,0.0,0.0,-1.0,2.9648409999999927
0.0,-0.0007522017867476851,0.0,0.0,0.0,-1.0,3.0487499999999983
0.0,0.0,0.0,0.0,0.0,-1.0,3.0914849999999916
0.0,0.0,0.0,0.0,0.0,-1.0,3.134075999999993
0.0,0.0,0.0,0.0,0.0,-1.0,3.1821819999999974
0.0,0.0,0.0,0.0,0.0,-1.0,3.2185659999999956
0.0,0.0,0.0,0.0,0.0,-1.0,3.2620429999999914
0.0,0.0,0.0,0.0,0.0,-1.0,3.3139520000000005
0.0,0.0,0.0,0.0,0.0,-1.0,3.358081999999996
0.0,0.0,0.0,0.0,0.0,-1.0,3.407741999999999
0.0,0.0,0.0,0.02346041055718475,0.0,-1.0,3.451492000000002
0.0,0.0,0.0,0.02346041055718475,0.0,-1.0,3.496768000000003
0.0,0.0,0.0,0.02346041055718475,0.0,-1.0,3.545915999999991
0.0,0.0,0.0,0.02346041055718475,0.0,-1.0,3.5907629999999955
0.0,0.0,0.0,0.0,0.0,-1.0,3.628210999999993
0.0,0.0,0.0,0.0,0.0,-1.0,3.6811189999999954
0.0,0.0,0.0,0.0,0.0,-1.0,3.7263209999999987
0.0,0.0,0.0,0.0,0.0,-1.0,3.7667259999999914
0.0,0.0,0.0,0.0,0.0,-1.0,3.811003999999997
0.0,0.0,0.0,0.0,0.0,-1.0,3.8526179999999925
0.0,0.0,0.0,0.0,0.0,-1.0,3.903714999999991
0.0,0.0,0.0,0.0,0.0,-1.0,3.9390379999999965
0.0,0.0,0.0,0.0,0.0,-1.0,3.9837749999999943
0.0,0.0,0.0,0.0,0.0,-1.0,4.033959999999993
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.074336000000002
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.117987999999997
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.159188
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.209959999999995
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.2720099999999945
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.319763999999992
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.376274999999993
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.416967
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.466515999999999
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.515261999999993
0.0,0.0,0.0,0.7898338220918866,0.0,-1.0,4.562944999999999
0.0,-2.6163904428154728e-09,0.0,0.7898338220918866,0.0,-1.0,4.647740999999996
0.0,-0.0013904571533203125,0.17738407699037623,0.7898338220918866,0.0,-1.0,4.691113000000001
0.0,-0.0013904571533203125,0.17738407699037623,0.7898338220918866,0.0,-1.0,4.743375
0.0,-0.024578191288868265,0.3611111111111111,0.7898338220918866,0.0,-1.0,4.795754000000002
0.0,-0.03662298016750927,0.3611111111111111,0.7898338220918866,0.0,-1.0,4.841927999999996
0.0,-0.0612069379809135,0.3611111111111111,0.7898338220918866,0.0,-1.0,4.9014820000000014
0.0,-0.103744645504631,0.3611111111111111,0.7898338220918866,0.0,-1.0,4.954296999999997
1.2032978280013127e-05,-0.15639858742963791,0.3611111111111111,0.7898338220918866,0.0,-1.0,4.998671999999999
4.984928367402718e-05,-0.175097786022966,0.3611111111111111,0.7898338220918866,0.0,-1.0,5.044049000000001
0.0,-0.175097786022966,0.3611111111111111,0.7898338220918866,0.0,-1.0,5.100745000000003
0.0,-0.18164691218623405,0.3611111111111111,0.7898338220918866,0.0,0.0,5.155687999999998
0.0,-0.1687079980376653,0.3611111111111111,0.7898338220918866,0.0,0.0,5.2092659999999995
0.0,-0.1687079980376653,0.3611111111111111,0.7898338220918866,0.0,0.0,5.260925
0.0,-0.15639858742963791,0.3611111111111111,0.7898338220918866,0.0,0.0,5.313673999999992
0.0,-0.18164691218623405,0.3611111111111111,0.7898338220918866,0.0,0.0,5.368174999999994
0.0,-0.2400115710390612,0.3611111111111111,0.7898338220918866,0.0,0.0,5.413528999999997
0.0,-0.291164071144554,0.3611111111111111,0.7898338220918866,0.0,0.0,5.473090999999997
0.0,-0.338964412568855,0.3611111111111111,0.7898338220918866,0.0,0.0,5.520752999999999
0.0,-0.35946090133101855,0.3611111111111111,0.7898338220918866,0.0,0.0,5.589889999999997
0.0,-0.35946090133101855,0.3611111111111111,0.7898338220918866,0.0,0.0,5.634466000000003
0,-0.7189218026620371,0.7222222222222222,0.7898338220918866,0.0,0.0,5.682192999999998
0,-0.7189218026620371,0.7222222222222222,0.7898338220918866,0.0,0.0,5.732410999999999
0,-0.7615348491485553,0.7222222222222222,0.7898338220918866,0.0,0.0,5.795052999999996
0,-0.8517467357494212,0.7222222222222222,0.7898338220918866,0.0,0.0,5.845664999999997
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,5.901642999999993
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,5.9606469999999945
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.00183899999999
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.064650999999998
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.134990000000002
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.198962999999992
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.24530399999999
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.309668000000002
0,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.3633099999999985
2.4065956560026254e-05,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.418139999999994
2.4065956560026254e-05,-0.8994083692343965,0.7222222222222222,0.7898338220918866,0.0,0.0,6.4650219999999905
0.0002605132933497993,-0.8285607284315657,0.7222222222222222,0.7898338220918866,0.0,0.0,6.521059999999991
0.0002605132933497993,-0.8285607284315657,0.7222222222222222,0.7898338220918866,0.0,0.0,6.589652999999998
0.0005386543289855314,-0.8057993612825789,0.7222222222222222,0.7898338220918866,0.0,0.0,6.664228999999992
0.0017336827281368714,-0.46194592228642223,0.3611111111111111,0.7898338220918866,0.0,0.0,6.725393999999994
0.00048313293433776075,-0.4870918676849909,0.31189851268591423,0.7898338220918866,0.0,0.0,6.781874999999999
0.00048313293433776075,-0.4870918676849909,0.31189851268591423,0.7898338220918866,0.0,0.0,6.832053999999999
0.0017336827281368714,-0.5,0.0,0.7898338220918866,0.0,0.0,6.8960249999999945
0.00078774605342002,-0.5,0.0,0.7898338220918866,0.0,0.0,6.966602999999992
0.0002693271644927657,-0.5,-0.0030381944444444415,0.7898338220918866,0.0,0.0,7.04198199999999
0.0,-0.5,-0.3415798611111111,0.7898338220918866,0.0,0.0,7.112070000000003
0.0,-0.5,-0.3415798611111111,0.7898338220918866,0.0,0.0,7.1610609999999895
0.0,-0.5,-0.2016059027777778,0.7898338220918866,0.0,0.0,7.232821000000001
0.031126186778474455,-0.5,0.0,0.7898338220918866,0.0,0.0,7.340068000000002
0.05070058147849897,-0.5,0.0,0.7898338220918866,0.0,0.0,7.435828000000001
0.05070058147849897,-0.5,0.0,0.7898338220918866,0.0,0.0,7.515318999999991
0.05070058147849897,-0.5,0.0,0.7898338220918866,0.0,0.0,7.584008999999995
0.05070058147849897,-0.5,0.0,0.7898338220918866,0.0,0.0,7.636882
0.05070058147849897,-0.5,0.0,0.7898338220918866,0.0,0.0,7.698949999999996
0.05070058147849897,-0.5,0.0,0.7898338220918866,0.0,0.0,7.749712000000002
0.05070058147849897,-0.5,0.15441819772528434,0.7898338220918866,0.0,0.0,7.81712499999999
0.05070058147849897,-0.5,0.3611111111111111,0.7898338220918866,0.0,0.0,7.883575999999991
0.023587475828160138,-0.5,0.25284339457567806,0.7898338220918866,0.0,0.0,7.9601710000000026
0.0017336827281368714,-0.5,0.0,0.7898338220918866,0.0,0.0,8.023308
0.0017336827281368714,-0.5,0.0,0.2541544477028348,0.0,0.0,8.091544999999996
0.0017336827281368714,-0.5,0.0,0.0,0.0,0.0,8.150154
0.0017336827281368714,-0.5,0.0,-0.6089931573802542,0.0,0.0,8.199613999999997
0.0017336827281368714,-0.5,0.0,-0.7497556207233627,0.0,0.0,8.241142999999994
0.0017336827281368714,-0.5,0.0,-0.7497556207233627,0.0,0.0,8.283411000000001
0.0054224165456636985,-0.5,0.0,-0.7497556207233627,0.0,0.0,8.35372799999999
0.008422367243835835,-0.5,0.0,-0.6950146627565983,0.0,0.0,8.422181999999992
0.008422367243835835,-0.5,0.0,-0.6950146627565983,0.0,0.0,8.461957999999996
0.010267490880509553,-0.5,0.04286964129483813,-0.6950146627565983,0.0,0.0,8.534604000000002
0.012364142838521903,-0.5,0.305336832895888,-0.5855327468230694,0.0,0.0,8.57954199999999
0.020323989612691957,-0.5,0.3611111111111111,-0.5777126099706745,0.0,0.0,8.626986000000002
1.2032978280013127e-05,-0.5,0.3611111111111111,-0.5464320625610948,0.0,0.0,8.698234
0.0,-0.46194592228642223,0.3611111111111111,-0.5464320625610948,0.0,0.0,8.753620999999995
0.0,-0.46194592228642223,0.3611111111111111,-0.436950146627566,0.0,0.0,8.79654699999999
0.0,-0.46194592228642223,0.3611111111111111,-0.436950146627566,0.0,0.0,8.839760999999996
0.0,-0.46194592228642223,0.3611111111111111,-0.39002932551319647,0.0,0.0,8.897267
-0.001664170839495456,-0.46194592228642223,0.3611111111111111,-0.33528836754643204,0.0,0.0,8.950914999999995
-0.001664170839495456,-0.46194592228642223,0.3611111111111111,-0.1710654936461388,0.0,0.0,9.001959999999997
-0.019700206029235254,-0.46194592228642223,0.3611111111111111,-0.1710654936461388,0.0,0.0,9.065507999999994
-0.016836095739293986,-0.46194592228642223,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.134238999999994
-0.00012207031249999996,-0.46194592228642223,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.187919999999991
-0.00012207031249999996,-0.46194592228642223,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.231599000000003
-0.00012207031249999996,-0.46194592228642223,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.287339000000003
-0.00993290653935185,-0.46194592228642223,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.345388
-0.00993290653935185,-0.44970418461719824,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.398572999999999
-0.0343905057763203,-0.38076742457427765,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.44663899999999
-0.1282761185257523,-0.26476483547802,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.505893
-0.38076742457427765,-0.07870162890608257,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.557755999999998
-0.38076742457427765,-0.07870162890608257,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.60392499999999
-0.38076742457427765,-0.07135132474336767,0.3611111111111111,-0.06158357771260997,0.0,0.0,9.663477
-0.4258733678747106,-0.09488259094405731,0.35126859142607175,-0.06158357771260997,0.0,0.0,9.721271999999999
-0.15047504022124705,-0.055008499710648154,0.0,-0.06158357771260997,0.0,0.0,9.775994999999995
-0.0004594800240054868,-0.003578256677698205,0.0,-0.1710654936461388,0.0,0.0,9.82248899999999
0.0,0.0,0.0,-0.41348973607038125,0.0,0.0,9.903577999999996
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,9.973120999999992
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.019353999999993
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.061585999999991
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.118117999999996
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.171177
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.254589999999993
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.300507999999994
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.367255999999998
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.452033
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.497812999999994
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.538589000000002
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.57777999999999
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.649828999999997
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.70778
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.761242999999993
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.81881
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.885143
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.93954699999999
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,10.995116999999993
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.045052999999996
0.0,0.0,0.0,-0.7497556207233627,0.0,0.0,11.110165999999992
